Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
32246678,Restaurant and cafe Licence,SALON DE SUSHI,293 CLARENDON STREET,SOUTH MELBOURNE,3205,293 CLARENDON STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,SALON DE THE GROUP PTY LTD,
32246686,Restaurant and cafe Licence,SAMMY'S TRATTORIA BAR & PIZZERIA,246 SYDNEY ROAD,BRUNSWICK,3056,112 NEALE ROAD,DEER PARK,3023,MORELAND CITY COUNCIL,JKMC (VIC) PTY LTD,
32246709,Restaurant and cafe Licence,SPIRIT OF INDIA,401-403 CLARENDON STREET,SOUTH MELBOURNE,3205,401-403 CLARENDON STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,RAGHBIR SINGH,
32246717,Restaurant and cafe Licence,FAVORITE DUMPLING AND NOODLE RESTAURANT,874 NEPEAN HIGHWAY,MOORABBIN,3189,874 NEPEAN HIGHWAY,MOORABBIN,3189,KINGSTON CITY COUNCIL,LEI OU,
32246733,Restaurant and cafe Licence,NOMADIC CAFE & RESTAURANT,74 HIGH STREET,BERWICK,3806,74 HIGH STREET,BERWICK,3806,CASEY CITY COUNCIL,ANDREW PAULL KAIGG,
32246767,Restaurant and cafe Licence,SIAM SPICY RESTAURANT,473 BALCOMBE ROAD,BEAUMARIS,3193,473 BALCOMBE ROAD,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,TNK AUSTRALIA PTY LTD,
32246775,Late night (on-premises) Licence,TOWERS ENTERTAINMENT CENTRE,1ST FLOOR CNR SOUTH GIPPSLAND HWY & ROUND TOWER ROAD,DANDENONG SOUTH,3175,PO BOX 4053 & ROUND TOWER ROAD,DANDENONG SOUTH,3164,GREATER DANDENONG CITY COUNCIL,STAR ENTERTAINMENT PTY LTD,
32246783,On-Premises Licence,THE BOULEVARD RESTAURANT & FUNCTIONS,121 STUDLEY PARK ROAD,KEW,3101,121 STUDLEY PARK ROAD,KEW,3101,BOROONDARA CITY COUNCIL,FAKTOM SERVICES PTY LTD,
32246822,On-Premises Licence,OKAMI,530 HAMPTON STREET,HAMPTON,3188,SE2114/155 FRANKLIN STREET,MELBOURNE,3000,BAYSIDE CITY COUNCIL,GAINFUL ENTERPRISES PTY LTD,
32246848,Restaurant and cafe Licence,THREE DUCKS RESTAURANT BAR,32-34 MOUNT ELIZA WAY,MOUNT ELIZA,3930,32-34 MOUNT ELIZA WAY,MOUNT ELIZA,3930,MORNINGTON PENINSULA SHIRE COUNCIL,VILLAGE RESTAURANT & BAR PTY LTD,
32246856,Restaurant and cafe Licence,GOLDEN DRAGON PALACE,363 MANNINGHAM ROAD,LOWER TEMPLESTOWE,3107,363 MANNINGHAM ROAD,LOWER TEMPLESTOWE,3107,NILLUMBIK SHIRE COUNCIL,RIZAL SENANGSYAH,
32246864,On-Premises Licence,WHITEHORSE CENTRE,397 WHITEHORSE ROAD,NUNAWADING,3131,LOCKED BAG 2 NUNAWADING DELIVERY CENTRE,NUNAWADING,3131,WHITEHORSE CITY COUNCIL,THE CITY OF WHITEHORSE,
32246880,On-Premises Licence,ELIZABETH ANDREWS CORPORATE CATERING,309 KING STREET,MELBOURNE,3000,309 KING STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,ELIZABETH ANDREWS PTY LTD,
32246929,Restaurant and cafe Licence,THE SAFFRON HOUSE,SHOP 7 & 8 96 CANTERBURY ROAD,BLACKBURN,3130,SHOP 7 & 8 96 CANTERBURY ROAD,BLACKBURN,3130,WHITEHORSE CITY COUNCIL,ASHOK GULERIA,
32246937,On-Premises Licence,THE ELWOOD LOUNGE,49-51 GLENHUNTLY ROAD,ELWOOD,3184,49-51 GLENHUNTLY ROAD,ELWOOD,3184,PORT PHILLIP CITY COUNCIL,AMAZZON BRUNSWICK PTY LTD,
32246945,Restaurant and cafe Licence,DA PASQUALE,91-93 STATION STREET,FAIRFIELD,3078,91-93 STATION STREET,FAIRFIELD,3078,DAREBIN CITY COUNCIL,DIGISQUARE PTY LTD,
32246953,Restaurant and cafe Licence,LA CUCINA ITALIAN EATERY,8-10 NORTH CONCOURSE,BEAUMARIS,3193,8-10 NORTH CONCOURSE,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,MTAAVR PTY LTD,
32246979,Restaurant and cafe Licence,CECCONI'S CANTINA,LOWER GROUND LEVEL 61 FLINDERS LANE,MELBOURNE,3000,LOWER GROUND LEVEL 61 FLINDERS LANE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,CECCONI'S CANTINA PTY LTD,
32246995,Restaurant and cafe Licence,THE KATHMANDU COTTAGE,349 VICTORIA STREET,WEST MELBOURNE,3003,349 VICTORIA STREET,WEST MELBOURNE,3003,MELBOURNE CITY COUNCIL,LAXMI GURUNG,
32247014,Restaurant and cafe Licence,CAFE PROMENADE ON ST KILDA RD,437 ST KILDA ROAD,MELBOURNE,3000,437 ST KILDA ROAD,MELBOURNE,3000,MELBOURNE CITY COUNCIL,PANTEL NOMINEES PTY LTD,
32247022,Restaurant and cafe Licence,RARAMEN,106 KINGSWAY,GLEN WAVERLEY,3150,106 KINGSWAY,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,DUMPLING HUT PTY LTD,
32247064,Restaurant and cafe Licence,MADAMIMADAM,16 EQUITABLE PLACE,MELBOURNE,3000,16 EQUITABLE PLACE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,RAW2RIPE PTY LTD,
32247080,Restaurant and cafe Licence,TRULY SCRUMPTIOUS,SHOPS 4-5 GRANARY LANE (OFF 95 BALCOMBE ROAD),MENTONE,3194,SHOPS 4-5 GRANARY LANE (OFF 95 BALCOMBE ROAD),MENTONE,3194,KINGSTON CITY COUNCIL,TRULY SCRUMPTIOUS PTY LTD,
32247103,Restaurant and cafe Licence,PESCARE RESTAURANT,SHOP 3 285-287 SPRINGVALE ROAD,GLEN WAVERLEY,3150,SHOP 3 285-287 SPRINGVALE ROAD,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,JAPJI PTY LTD,
32247111,Restaurant and cafe Licence,LA PORCHETTA - SYDENHAM,TENANCY R04- STATION STREET WATERGARDENS TOWN CENTRE,SYDENHAM,3038,TENANCY R04- STATION STREET WATERGARDENS TOWN CENTRE,SYDENHAM,3038,BRIMBANK CITY COUNCIL,IMPERIAL TRIAL PTY. LTD.,
32247129,Restaurant and cafe Licence,YOKOHAMA TEPPANYAKI AKI JAPANESE RESTAURANT,285-287 SPRINGVALE RD,GLEN WAVERLEY,3150,285-287 SPRINGVALE RD,GLEN WAVERLEY,3150,MONASH CITY COUNCIL,JIN LEE,
32247137,Restaurant and cafe Licence,2 STRANIERI,SHOPS 12 & 13 383 KEILOR ROAD,NIDDRIE,3042,SHOPS 12 & 13 383 KEILOR ROAD,NIDDRIE,3042,MOONEE VALLEY CITY COUNCIL,PIANELLA PTY LTD,
32247145,Restaurant and cafe Licence,WILD TOAST,234 HIGH STREET,KEW,3101,UNIT 1 228-230 VICTORIA ROAD,NORTHCOTE,3070,BOROONDARA CITY COUNCIL,VERO TUTELA ENTERPRISES PTY LTD,
32247153,Restaurant and cafe Licence,SIRA THAI RESTAURANT,647 HIGH STREET,KEW EAST,3102,647 HIGH STREET,KEW EAST,3102,BOROONDARA CITY COUNCIL,IL WOONG KIM,
32247195,On-Premises Licence,CASUARINAS RESTAURANT,1 HENRY WILSON DRIVE,ROSEBUD,3939,PO BOX 684 CHISHOLM INSTITUTE,DANDENONG,3175,MORNINGTON PENINSULA SHIRE COUNCIL,CHISHOLM INSTITUTE OF TECHNICAL AND FURTHER EDUCATION,
32247250,Restaurant and cafe Licence,TANDOORI DAAWAT,432 NEPEAN HIGHWAY,FRANKSTON,3199,432 NEPEAN HIGHWAY,FRANKSTON,3199,FRANKSTON CITY COUNCIL,CHANGRA PTY LTD,
32247284,Restaurant and cafe Licence,GIUSEPPE'S PASTA BAR & BISTRO,30-32 SHUTER STREET,MOONEE PONDS,3039,30-32 SHUTER STREET,MOONEE PONDS,3039,MOONEE VALLEY CITY COUNCIL,GIUSEPPE SPICUZZA,
32247292,On-Premises Licence,ST JOHN'S REGIONAL COLLEGE,CAROLINE STREET,DANDENONG,3175,ST JOHN'S COLLEGE CAROLINE STREET,DANDENONG,3175,GREATER DANDENONG CITY COUNCIL,ST JOHN'S COLLEGE,
32247315,Restaurant and cafe Licence,BURMESE HOUSE 2,303 BRIDGE ROAD,RICHMOND,3121,303 BRIDGE ROAD,RICHMOND,3121,YARRA CITY COUNCIL,MIMI ELTON-BOTT,
32247323,Restaurant and cafe Licence,SHALIMAR INDIAN RESTAURANT,343 BAY STREET,BRIGHTON,3186,343 BAY STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,MAKHAN SINGH FING,
32247349,Restaurant and cafe Licence,THE KANANOOK CREEK BOATHOUSE RESTAURANT,366-368 NEPEAN HIGHWAY,FRANKSTON,3199,366-368 NEPEAN HIGHWAY,FRANKSTON,3199,FRANKSTON CITY COUNCIL,MAXIMUS SPARTICUS PTY LTD,
32247357,Restaurant and cafe Licence,KINGSLAND CHINESE RESTAURANT,92-94 BORONIA RD,BORONIA,3155,92-94 BORONIA RD,BORONIA,3155,KNOX CITY COUNCIL,BONNIE TRAN,
32247373,Late night (on-premises) Licence,PLAYERS SNOOKER AND POOL ROOM,487A RIVERSDALE RD,HAWTHORN EAST,3123,26 EATON ST,OAKLEIGH,3166,BOROONDARA CITY COUNCIL,PLAYERS DEVELOPMENTS PTY LTD,
32247420,Restaurant and cafe Licence,THE CORNER ON BELLAIR,170 BELLAIR STREET,KENSINGTON,3031,170 BELLAIR STREET,KENSINGTON,3031,MELBOURNE CITY COUNCIL,T & A TRIEU PTY LTD,
32247462,Restaurant and cafe Licence,LAILIBELA CAFE,91 IRVING STREET,FOOTSCRAY,3011,91 IRVING STREET,FOOTSCRAY,3011,MARIBYRNONG CITY COUNCIL,SELAMAWIT WONDIMU,
32247470,On-Premises Licence,WHITE RABBIT RECORD BAR,176 BELLAIR STREET,KENSINGTON,3031,176 BELLAIR STREET,KENSINGTON,3031,MELBOURNE CITY COUNCIL,B BOX AUSTRALIA PTY LTD,
32247535,Restaurant and cafe Licence,SAKURA IN SPRING JAPANESE TEPPANYAKI RESTAURANT,329-331 CLARENDON STREET,SOUTH MELBOURNE,3205,329-331 CLARENDON STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,YING CHEUNG CHAN,
32247569,Restaurant and cafe Licence,VILLAGE SQUARE GREEK TAVERN,57 BURGUNDY ST,HEIDELBERG,3084,57 BURGUNDY ST,HEIDELBERG,3084,BANYULE CITY COUNCIL,DIMITRIOS STANOGIAS,
32247577,Restaurant and cafe Licence,THE ST KILDA GALLEON CAFE,9 CARLISLE STREET,ST KILDA,3182,9 CARLISLE STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,JACKIE B PTY LTD,
32247640,Restaurant and cafe Licence,BUDAPEST RESTAURANT AND PALINKA BAR,273 GLEN HUNTLY ROAD,ELSTERNWICK,3185,273 GLEN HUNTLY ROAD,ELSTERNWICK,3185,GLEN EIRA CITY COUNCIL,VENUE SELECT PTY LTD,
32247666,Restaurant and cafe Licence,BOCA DEL SUR,1 MELROSE STREET,SANDRINGHAM,3191,1 MELROSE STREET,SANDRINGHAM,3191,BAYSIDE CITY COUNCIL,WHITEBAIT GROUP PTY LTD,
32247682,Restaurant and cafe Licence,CAFE EURO FOOD AND WINE BAR,FRONT GROUND FLOOR 488-490 BOURKE STREET,MELBOURNE,3000,FRONT GROUND FLOOR 488-490 BOURKE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,AUSPOWER INTERNATIONAL GROUP PTY LTD,
32247739,Restaurant and cafe Licence,GRILL'D (FAIRFIELD),126 STATION STREET,FAIRFIELD,3078,126 STATION STREET,FAIRFIELD,3078,DAREBIN CITY COUNCIL,DB ORGANISATION PTY LTD,
32247747,On-Premises Licence,MR. STICKSENBONES,85-99 OCEAN BEACH ROAD,SORRENTO,3943,192 MEAKING ROAD,FLINDERS,3929,MORNINGTON PENINSULA SHIRE COUNCIL,SAFI BULUU PTY LTD,
32247755,Late night (on-premises) Licence,THE FRINGE,73 ACLAND STREET,ST KILDA,3182,73 ACLAND STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,CLERICI PTY LTD,
32247789,Restaurant and cafe Licence,THAO THAO VIETNAMESES RESTAURANT,UNITS 9 & 10 FORDHOLM ROAD,HAMPTON PARK,3976,UNITS 9 & 10 FORDHOLM ROAD,HAMPTON PARK,3976,CASEY CITY COUNCIL,NGO THI NGUYEN,
32247810,Restaurant and cafe Licence,WAGYU ONE,SHOP 1- 122 BOURKE STREET,MELBOURNE,3000,SHOP 1- 122 BOURKE STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,WAGYU ONE PTY LTD,
32247844,Restaurant and cafe Licence,THE COLONEL'S SON,299 BEACH ROAD,BLACK ROCK,3193,299 BEACH ROAD,BLACK ROCK,3193,BAYSIDE CITY COUNCIL,AB MEHRA PTY LTD,
32247852,Restaurant and cafe Licence,PHAT TAI,149 NICHOLSON STREET,FOOTSCRAY,3011,149 NICHOLSON STREET,FOOTSCRAY,3011,MARIBYRNONG CITY COUNCIL,HUU TAI TRUONG,
32247860,On-Premises Licence,MANDALAY PLEASURE,BERTH 16 VICTORIA HARBOUR DUDLEY STREET,MELBOURNE DOCKLANDS,3000,PO BOX 23452 DUDLEY STREET,DOCKLANDS PO,8012,MELBOURNE CITY COUNCIL,PLEASURE BOAT CRUISES PTY LTD,
32247878,On-Premises Licence,ALBERT PARK GOLF MANAGEMENT,QUEENS ROAD,MELBOURNE,3004,PO BOX 458,ALBERT PARK,3206,PORT PHILLIP CITY COUNCIL,MELBOURNE OLYMPIAD DEVELOPMENT PTY LTD,
32247909,On-Premises Licence,SARITA'S INDIAN PALACE RESTAURANT,131 CHURCH STREET,BRIGHTON,3186,131 CHURCH STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,SIDHIVINAYAK (VIC) PTY LTD,
32247925,Restaurant and cafe Licence,BROADMEADOWS LA PORCHETTA,SITE RO 1- TOWN CENTRE BROADMEADOWS CINEMA COMPLEX,BROADMEADOWS,3047,SITE RO 1- TOWN CENTRE BROADMEADOWS CINEMA COMPLEX,BROADMEADOWS,3047,HUME CITY COUNCIL,ASHBEK INVESTMENTS PTY LTD,
32247959,On-Premises Licence,KAGA RESTAURANT,580 GLENHUNTLY ROAD,ELSTERNWICK,3185,580 GLENHUNTLY ROAD,ELSTERNWICK,3185,GLEN EIRA CITY COUNCIL,QIYUN AUSTRALIA PTY LTD,
32248028,Restaurant and cafe Licence,WILD OAK CAFE,232 RIDGE ROAD,OLINDA,3788,232 RIDGE ROAD,OLINDA,3788,YARRA RANGES SHIRE COUNCIL,WILD OAK CAFE PTY LTD,
32248044,Late night (on-premises) Licence,2 MEN,25-27 HIGH STREET,BERWICK,3806,25-27 HIGH STREET,BERWICK,3806,CASEY CITY COUNCIL,YUMED PTY LTD,
32248109,Restaurant and cafe Licence,THIRD WAVE PRAHRAN,SHOP G026- 30 CATO STREET PRAN CENTRAL SHOPPING CENTRE,PRAHRAN,3181,PO BOX 4286 PRAN CENTRAL SHOPPING CENTRE,WISHART,3189,STONNINGTON CITY COUNCIL,RIPPELLI PTY LTD,
32248117,Late night (on-premises) Licence,THE BELLA UNION,54 VICTORIA STREET,CARLTON,3053,54 VICTORIA STREET,CARLTON,3053,MELBOURNE CITY COUNCIL,BELLA UNION ENTERPRISES PTY LTD,
32248159,Restaurant and cafe Licence,SHEBEEN,GROUND FLOOR & LOWER GRD FLOOR 234-236 FLINDERS LANE,MELBOURNE,3000,11 ARGYLE STREET 234-236 FLINDERS LANE,FITZROY,3065,MELBOURNE CITY COUNCIL,PROJECT BAR PTY LTD,
32248206,Restaurant and cafe Licence,LA FLAMBE,457 CENTRE ROAD,BENTLEIGH,3204,UNIT 4 7-9 BARKLY STREET,RINGWOOD,3134,GLEN EIRA CITY COUNCIL,OMSAI SERVICES PTY LTD,
32248214,Restaurant and cafe Licence,FORMOSA HOUSE,86 SPRINGVALE ROAD,NUNAWADING,3131,PO BOX 234,NUNAWADING,3131,WHITEHORSE CITY COUNCIL,FORMOSA HOUSE PTY LTD,
32248230,Restaurant and cafe Licence,MON AMI RESTAURANT & GALLERY,UNIT 5- 144 NICHOLSON STREET,FITZROY,3065,UNIT 5- 144 NICHOLSON STREET,FITZROY,3065,YARRA CITY COUNCIL,CAFE DANSK PTY LTD,
32248256,On-Premises Licence,EPICURE CATERING,275 UPPER HEIDELBERG ROAD,IVANHOE,3079,ATTN: MONIKA CALA LEVEL 2- 549 ST KILDA ROAD,MELBOURNE,3004,BANYULE CITY COUNCIL,SPOTLESS FACILITY SERVICES PTY LTD,
32248280,On-Premises Licence,AMF DANDENONG,CNR PRINCES HWY & PROGRESS STREET,DANDENONG,3175,PO BOX 594,MILSONS POINT NSW,1565,GREATER DANDENONG CITY COUNCIL,BOWLING CENTRES AUSTRALIA PTY LTD,
32248298,Restaurant and cafe Licence,LA COLLINA PIZZERIA,1640 BURWOOD HIGHWAY,BELGRAVE,3160,1640 BURWOOD HIGHWAY,BELGRAVE,3160,YARRA RANGES SHIRE COUNCIL,TYROLIAN PTY LTD,
32248345,On-Premises Licence,YARRA VALLEY CONFERENCE CENTRE2,2164 MELBA HIGHWAY,DIXONS CREEK,3775,2164 MELBA HIGHWAY,DIXONS CREEK,3775,YARRA RANGES SHIRE COUNCIL,JOHN WARD,
32248353,Restaurant and cafe Licence,,330 WAVERLEY ROAD,MALVERN EAST,3145,330 WAVERLEY ROAD,MALVERN EAST,3145,STONNINGTON CITY COUNCIL,R&R TRADING (AUSTRALIA) PTY LTD,
32248395,Restaurant and cafe Licence,FIRESTONE PIZZA,472-486 WAVERLEY ROAD,MALVERN EAST,3148,112 BRUNEL STREET,MALVERN EAST,3148,MONASH CITY COUNCIL,KMB PROPERTY GROUP PTY LTD,
32248426,Restaurant and cafe Licence,BANGKOK BOULEVARD,384 PUNT ROAD,SOUTH YARRA,3141,384 PUNT ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,BANGKOK BOULEVARD PTY LTD,
32248434,On-Premises Licence,YARRA GLEN CAFE AND STORE,SHOP 7 36 BELL STREET,YARRA GLEN,3775,SHOP 7 36 BELL STREET,YARRA GLEN,3775,YARRA RANGES SHIRE COUNCIL,CHOSTER PTY LTD,
32248468,On-Premises Licence,FREE SERBIAN ORTHODOX CHURCH,2-6 KATE STREET,ST ALBANS,3021,2-6 KATE STREET,ST ALBANS,3021,BRIMBANK CITY COUNCIL,FREE SERBIAN ORTHODOX CHURCH,
32248531,Restaurant and cafe Licence,FOOD STAR,SHOP 6- HARVESTER AVENUE SUNSHINE ENTERTAINMENT COMPLEX,SUNSHINE,3020,SHOP 6- HARVESTER AVENUE SUNSHINE ENTERTAINMENT COMPLEX,SUNSHINE,3020,BRIMBANK CITY COUNCIL,FOOD STAR SUNSHINE HOLDINGS PTY LTD,
32248581,Restaurant and cafe Licence,HARRO'S PIZZA HOUSE,262-264 INKERMAN STREET,EAST ST KILDA,3183,262-264 INKERMAN STREET,EAST ST KILDA,3183,PORT PHILLIP CITY COUNCIL,PAUL RICHARD HARRINGTON,
32248612,Restaurant and cafe Licence,SMOKEN JOE'S CAFE,680 MOUNT ALEXANDER ROAD,MOONEE PONDS,3039,680 MOUNT ALEXANDER ROAD,MOONEE PONDS,3039,MOONEE VALLEY CITY COUNCIL,SMOKEN JOE'S 8 PTY LTD,
32248620,Restaurant and cafe Licence,YUZU CAFE & CUISINE,480 COLLINS STREET,MELBOURNE,3000,480 COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,TYW INVESTMENTS PTY LTD,
32248646,On-Premises Licence,MT EVELYN PIZZA AND PASTA,11 YORK ROAD,MOUNT EVELYN,3796,24 UNION STREET,SPRING HILL,4000,YARRA RANGES SHIRE COUNCIL,CHESSEN PTY LTD,
32248654,Restaurant and cafe Licence,HIMCHULI TANDOORI INDIAN RESTAURANT,198 BAY STREET,BRIGHTON,3186,198 BAY STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,SHIV LAL SAPKOTA,
32248696,On-Premises Licence,PADDYS TAVERN,34 FOREST ROAD,FERNTREE GULLY,3156,14 ELDER GROVE,BORONIA,3155,KNOX CITY COUNCIL,PHILLIP GARY WALKER,
32248701,Restaurant and cafe Licence,RISTORANTE VIVACE,317 BAY STREET,BRIGHTON,3186,317 BAY STREET,BRIGHTON,3186,BAYSIDE CITY COUNCIL,ALLEANZA PTY LTD,
32248719,Late night (on-premises) Licence,THE RED SCOOTER,3 WILLIAM PLACE,BALACLAVA,3183,3 WILLIAM PLACE,BALACLAVA,3183,PORT PHILLIP CITY COUNCIL,HAMEON PTY LTD,
32248743,Restaurant and cafe Licence,THE GROOVE TRAIN CAFE BAR REST,314-316 BRIDGE ROAD,RICHMOND,3121,314-316 BRIDGE ROAD,RICHMOND NORTH,3121,YARRA CITY COUNCIL,GT RICH PTY LTD,
32248751,Restaurant and cafe Licence,NORTHERN GIT,757 HIGH STREET,THORNBURY,3071,757 HIGH STREET,THORNBURY,3071,DAREBIN CITY COUNCIL,KARMIC PTY LTD,
32248785,On-Premises Licence,CAFE ZENITH,88 ACLAND STREET,ST KILDA,3182,88 ACLAND STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,ZENELDINS PTY LTD,
32250009,On-Premises Licence,JARDIN TAN,OBSERVATORY DRIVE (OFF BIRDWOOD AVENUE),SOUTH YARRA,3141,JARDIN TAN OBSERVATORY DRIVE (OFF BIRDWOOD AVENUE),SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,EUROPEAN CUISINE OF AUSTRALIA PTY LTD,
32250025,On-Premises Licence,HOT CHILLI THAI RESTAURANT,385-387 MT ALEXANDER ROAD,ASCOT VALE,3032,206 35-39 EARL STREET,KEW,3101,MOONEE VALLEY CITY COUNCIL,LANXY INVESTMENT GROUP PTY LTD,
32250033,Restaurant and cafe Licence,CHILLY BOWL SOUTH & NORTH INDIAN RESTAURANT,SHOP 1 24 LANGHORNE STREET,DANDENONG,3175,SHOP 1 24 LANGHORNE STREET,DANDENONG,3175,GREATER DANDENONG CITY COUNCIL,POPULAR GROUP MELBOURNE PTY LTD,
32250041,On-Premises Licence,NORTHCOTE INDOOR SPORTS,338 MANSFIELD STREET,THORNBURY,3071,338 MANSFIELD STREET,THORNBURY,3071,DAREBIN CITY COUNCIL,NORTHCOTE INDOOR SPORTS PTY LTD,
32250067,Restaurant and cafe Licence,LA PORCHETTA,ROSAMOND ROAD (SHOP 1102) HIGHPOINT SHOPPING CENTRE,MARIBYRNONG,3032,ROSAMOND ROAD (SHOP 1102) HIGHPOINT SHOPPING CENTRE,MARIBYRNONG,3032,MARIBYRNONG CITY COUNCIL,LOAFOAL PTY LTD,
32250075,Restaurant and cafe Licence,MOJO'S WEIRD PIZZA,61 ANDERSON STREET,YARRAVILLE,3013,61 ANDERSON STREET,YARRAVILLE,3013,MARIBYRNONG CITY COUNCIL,THE WEIRD ONE PTY LTD,
32250122,Restaurant and cafe Licence,THE PANCAKE PARLOUR,TENANCY 5- CENTURY CITY WALK 285-287 SPRINGVALE ROAD,GLEN WAVERLEY,3150,152 LITTLE LONSDALE STREET 285-287 SPRINGVALE ROAD,MELBOURNE,3000,MONASH CITY COUNCIL,LOVELY PANCAKES PTY LTD,
32250130,Restaurant and cafe Licence,ERROL'S PANTRY BAKEHOUSE,69-71 ERROL STREET,NORTH MELBOURNE,3051,69-71 ERROL STREET,NORTH MELBOURNE,3051,MELBOURNE CITY COUNCIL,MON AMI AUSTRALIA PTY LTD,
32250172,Restaurant and cafe Licence,,1094 HIGH ST,ARMADALE,3143,1094 HIGH ST,ARMADALE,3143,STONNINGTON CITY COUNCIL,COOPER & MILLA'S INVESTMENTS PTY LTD,
32250180,Restaurant and cafe Licence,INDIAN AFFAIR RESTAURANT,35-37 DRYSDALE RD (SHOP 1),WARRANDYTE,3113,35-37 DRYSDALE RD (SHOP 1),WARRANDYTE,3113,MANNINGHAM CITY COUNCIL,INDIAN AFFAIR RESTAURANT PTY LTD,
32250198,On-Premises Licence,CAFETERIA 362,36 BLUFF ROAD,BLACK ROCK,3193,9 JACARANDA AVENUE,CHELTENHAM,3192,BAYSIDE CITY COUNCIL,GELARC INVESTMENTS PTY LTD,
32250237,Restaurant and cafe Licence,KOMEYUI,396 BAY STREET,PORT MELBOURNE,3207,396 BAY STREET,PORT MELBOURNE,3207,PORT PHILLIP CITY COUNCIL,KOMEYUI PTY LTD,
32250245,Restaurant and cafe Licence,HIGH TEA OF HAMPTON,502 HAMPTON STREET,HAMPTON,3188,502 HAMPTON STREET,HAMPTON,3188,BAYSIDE CITY COUNCIL,SUMMER BEACH PTY LTD,
32250261,On-Premises Licence,MAX'S CORNER,1-5 LEAKE STREET,ESSENDON,3040,1-5 LEAKE STREET,ESSENDON,3040,MOONEE VALLEY CITY COUNCIL,MCROM PTY LTD,
32250279,Restaurant and cafe Licence,PICNIC,SHOP 2 60 TOORAK ROAD,SOUTH YARRA,3141,SHOP 2 60 TOORAK ROAD,SOUTH YARRA,3141,STONNINGTON CITY COUNCIL,KESPRY PTY LTD,
32250295,Restaurant and cafe Licence,KANDA JAPANESE RESTAURANT,191 UPPER HEIDELBERG ROAD,IVANHOE,3079,191 UPPER HEIDELBERG ROAD,IVANHOE,3079,BANYULE CITY COUNCIL,KUN ZENG,
32250326,On-Premises Licence,MELBOURNE GREYHOUND RACING ASSOCIATION,80 NORTHCORP BOULEVARD,BROADMEADOWS,3048,80 NORTHCORP BOULEVARD,BROADMEADOWS,3048,HUME CITY COUNCIL,MELBOURNE GREYHOUND RACING ASSOCIATION,
32250350,Restaurant and cafe Licence,CAFE LAFAYETTE,UNIT 105 55-62 BEACH STREET,PORT MELBOURNE,3207,UNIT 2407 8 FRANKLIN STREET,MELBOURNE,3000,PORT PHILLIP CITY COUNCIL,LAFAYETTE GROUP PTY LTD,
32250368,Restaurant and cafe Licence,TACO BILL MEXICAN RESTAURANT TEMPLESTOWE LOWER,1 / 420 THOMPSONS ROAD,LOWER TEMPLESTOWE,3107,1 / 420 THOMPSONS ROAD,LOWER TEMPLESTOWE,3107,NILLUMBIK SHIRE COUNCIL,TACO BILL TEMPLESTOWE PTY LTD,
32250376,On-Premises Licence,LYREBIRD LOUNGE,61 GLENEIRA ROAD,RIPPONLEA,3185,33 EROL STREET,NORTH MELBOURNE,3051,GLEN EIRA CITY COUNCIL,CLOVER LANE INVESTMENTS PTY LTD,
32250392,Restaurant and cafe Licence,POST-DENG CAFE,214-216 LITTLE BOURKE STREET,MELBOURNE,3000,95 RENOU ROAD,WANTIRNA SOUTH,3152,MELBOURNE CITY COUNCIL,JIAOZI- GROUP PTY LTD,
32250423,Restaurant and cafe Licence,KEYF MEDITERRANEAN TURKISH RESTAURANT CAFE & BAR,274 PARK STREET,SOUTH MELBOURNE,3205,274 PARK STREET,SOUTH MELBOURNE,3205,PORT PHILLIP CITY COUNCIL,MEHMET CAN UZUNBAY,
32250449,Restaurant and cafe Licence,THANASIS GREEK TAVERN,105-107 POATH ROAD,HUGHESDALE,3166,105-107 POATH ROAD,HUGHESDALE,3166,MONASH CITY COUNCIL,PAYEN PTY LTD,
32250457,Restaurant and cafe Licence,INDIA HOUSE,459 HIGH TREET,PRAHRAN,3181,459 HIGH TREET,PRAHRAN,3181,STONNINGTON CITY COUNCIL,BEDI CATERING PTY LTD,
